cep;logradouro;complemento;bairro;localidade;uf;ibge;gia;ddd;siafi
74363-040;Praça C;s/n;Conjunto Cachoeira Dourada;Goiânia;GO;5208707;;62;9373
74363-230;Praça G;s/n;Conjunto Cachoeira Dourada;Goiânia;GO;5208707;;62;9373
74805-050;Praça A;s/n;Jardim Goiás;Goiânia;GO;5208707;;62;9373
74435-010;Praça B;s/n;Aeroviário;Goiânia;GO;5208707;;62;9373
74810-040;Praça E;s/n;Jardim Goiás;Goiânia;GO;5208707;;62;9373
74305-040;Praça C4;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74673-210;Praça J7;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
74305-050;Praça C6;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74770-215;Praça 21;s/n;Vila Pedroso;Goiânia;GO;5208707;;62;9373
74305-060;Praça C5;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74305-090;Praça C7;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74415-130;Praça C5;s/n;Vila Nova Canaã;Goiânia;GO;5208707;;62;9373
74673-230;Praça J9;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
74305-160;Praça C8;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74265-370;Praça C2;s/n;Jardim América;Goiânia;GO;5208707;;62;9373
74303-290;Praça C9;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74673-590;Praça J43;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
74305-140;Praça C12;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74303-130;Praça C13;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74805-110;Praça J 1;s/n;Jardim Goiás;Goiânia;GO;5208707;;62;9373
74674-190;Praça J53;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
74674-460;Praça J84;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
74495-704;Praça A38;s/n;Conjunto Vera Cruz;Goiânia;GO;5208707;;62;9373
74303-120;Praça C14;s/n;Setor Sudoeste;Goiânia;GO;5208707;;62;9373
74674-215;Praça J58;s/n;Setor Jaó;Goiânia;GO;5208707;;62;9373
65053-230;Praça Um;s/n;COHAB Anil II;São Luís;MA;2111300;;98;921
65072-890;Praça Morros;s/n;Quintas do Calhau;São Luís;MA;2111300;;98;921
65073-330;Rua da Praça;(Cohajoli);Vila Vicente Fialho;São Luís;MA;2111300;;98;921
65077-352;Praça do Sol;s/n;Ponta D'Areia;São Luís;MA;2111300;;98;921
65020-180;Praça Deodoro;s/n;Centro;São Luís;MA;2111300;;98;921
65010-382;Praça Reviver;s/n;Centro;São Luís;MA;2111300;;98;921
65067-290;Praça da Igreja;s/n;Olho D'Água;São Luís;MA;2111300;;98;921
65093-338;Praça da União;s/n;Estiva;São Luís;MA;2111300;;98;921
65053-150;Praça Tom Bower;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65092-312;Praça da Igreja;s/n;Quebra Pote;São Luís;MA;2111300;;98;921
65076-680;Praça da Matriz;s/n;São Francisco;São Luís;MA;2111300;;98;921
65085-800;Praça do Mercado;s/n;Anjo da Guarda;São Luís;MA;2111300;;98;921
65015-020;Praça da Alegria;s/n;Centro;São Luís;MA;2111300;;98;921
65020-530;Praça Santaninha;s/n;Centro;São Luís;MA;2111300;;98;921
65026-240;Praça São Roque;s/n;Lira;São Luís;MA;2111300;;98;921
65026-220;Praça São Pedro;s/n;Madre Deus;São Luís;MA;2111300;;98;921
65025-150;Praça da Bíblia;s/n;Coréia;São Luís;MA;2111300;;98;921
65031-190;Praça do Mercado;s/n;Fátima;São Luís;MA;2111300;;98;921
65010-610;Praça São João;s/n;Centro;São Luís;MA;2111300;;98;921
65051-610;Praça Nimuendaju;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65031-670;Praça Tamandaré;s/n;Fátima;São Luís;MA;2111300;;98;921
65050-390;Praça Ben Gurion;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65015-470;Praça da Saudade;s/n;Centro;São Luís;MA;2111300;;98;921
65020-430;Praça do Panteon;s/n;Centro;São Luís;MA;2111300;;98;921
65051-260;Praça João Leda;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65010-840;Praça do Pescador;s/n;Centro;São Luís;MA;2111300;;98;921
65082-750;Praça Sousa Gomes;s/n;Vila Nova;São Luís;MA;2111300;;98;921
65050-520;Praça Cirilo Lima;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65030-160;Praça da Bandeira;s/n;Fátima;São Luís;MA;2111300;;98;921
65070-230;Praça do Colégio;s/n;Vila Vicente Fialho;São Luís;MA;2111300;;98;921
65051-100;Praça Henry Coster;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65053-040;Praça Santana Nery;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65010-310;Praça João Lisboa;s/n;Centro;São Luís;MA;2111300;;98;921
65052-800;Praça Paes Barreto;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65035-700;Praça São Vicente;s/n;Apeadouro;São Luís;MA;2111300;;98;921
65026-190;Praça São Lázaro;s/n;Madre Deus;São Luís;MA;2111300;;98;921
65010-240;Praça Fran Pacheco;s/n;Centro;São Luís;MA;2111300;;98;921
65051-170;Praça Ivo D'eureux;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65051-410;Praça Leon Righini;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65045-700;Praça José Sarney;s/n;Vila Palmeira;São Luís;MA;2111300;;98;921
65071-483;Praça João Mohana;s/n;Calhau;São Luís;MA;2111300;;98;921
65051-840;Praça Rita Medeiro;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65095-507;Praça Marly Sarney;s/n;Vila Esperança;São Luís;MA;2111300;;98;921
65051-490;Praça Manuel Borba;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65031-150;Praça Menino Jesus;s/n;Fátima;São Luís;MA;2111300;;98;921
65026-040;Praça Neto Guterres;s/n;Madre Deus;São Luís;MA;2111300;;98;921
65051-760;Praça Pompeu Galdin;s/n;COHAB Anil III;São Luís;MA;2111300;;98;921
65066-280;Praça Coronel Paiva;s/n;Turu;São Luís;MA;2111300;;98;921
78065-188;Praça Paris;s/n;Jardim Tropical;Cuiabá;MT;5103403;;65;9067
78065-135;Praça Madrid;s/n;Jardim Tropical;Cuiabá;MT;5103403;;65;9067
78005-260;Praça Ipiranga;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78065-139;Praça Telavive;s/n;Jardim Tropical;Cuiabá;MT;5103403;;65;9067
78049-428;Praça Primavera;s/n;Condomínio Florais Cuiabá Residencial;Cuiabá;MT;5103403;;65;9067
78005-360;Praça Alencastro;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78005-906;Praça Alencastro;158;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78008-565;Praça do Rosário;s/n;Lixeira;Cuiabá;MT;5103403;;65;9067
78025-060;Praça Maria Ricci;s/n;Porto;Cuiabá;MT;5103403;;65;9067
78005-090;Praça Dona Bem-Bem;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78005-959;Praça da República;101;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78070-218;Praça dos Viajantes;s/n;Jardim Shangri-La;Cuiabá;MT;5103403;;65;9067
78015-325;Praça do Seminário;s/n;Dom Aquino;Cuiabá;MT;5103403;;65;9067
78005-240;Praça da República;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78005-970;Praça da República;101;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78005-320;Praça Rachidy Jaudy;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78045-480;Praça Oito de Abril;s/n;Popular;Cuiabá;MT;5103403;;65;9067
78045-230;Praça Santos Dumont;s/n;Quilombo;Cuiabá;MT;5103403;;65;9067
78045-250;Praça General Mallet;s/n;Quilombo;Cuiabá;MT;5103403;;65;9067
78020-010;Praça Moreira Cabral;s/n;Centro-Sul;Cuiabá;MT;5103403;;65;9067
78031-050;Praça Inconfidência;(Lot Jd Independência);Cidade Alta;Cuiabá;MT;5103403;;65;9067
78015-635;Praça dos Motoristas;s/n;Poção;Cuiabá;MT;5103403;;65;9067
78049-404;Praça das Margaridas;s/n;Condomínio Florais Cuiabá Residencial;Cuiabá;MT;5103403;;65;9067
78005-160;Praça Antônio Correa;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78010-110;Praça Bispo Dom José;s/n;Bandeirantes;Cuiabá;MT;5103403;;65;9067
78043-388;Praça Sávio Brandão;s/n;Duque de Caxias;Cuiabá;MT;5103403;;65;9067
78032-025;Praça Clóvis Cardoso;s/n;Goiabeira;Cuiabá;MT;5103403;;65;9067
78032-070;Praça Manoel Murtinho;s/n;Goiabeira;Cuiabá;MT;5103403;;65;9067
78020-180;Praça Almirante Barroso;s/n;Centro-Sul;Cuiabá;MT;5103403;;65;9067
78025-130;Praça Major João Bueno;s/n;Porto;Cuiabá;MT;5103403;;65;9067
78005-110;Praça Visconde de Taunay;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78045-130;Praça Marquês de Pombal;(Lot Sta Helena);Quilombo;Cuiabá;MT;5103403;;65;9067
78010-255;Praça Assis Chateaubriand;s/n;Areão;Cuiabá;MT;5103403;;65;9067
78058-717;Praça dos Expedicionários;s/n;Novo Mato Grosso;Cuiabá;MT;5103403;;65;9067
78025-080;Praça Luís de Albuquerque;s/n;Porto;Cuiabá;MT;5103403;;65;9067
78070-076;Praça Nossa Senhora da Paz;s/n;Jardim Petrópolis;Cuiabá;MT;5103403;;65;9067
78005-070;Praça Caetano de Albuquerque;s/n;Centro-Norte;Cuiabá;MT;5103403;;65;9067
78032-155;Praça Mário Augusto de Pinho;s/n;Goiabeira;Cuiabá;MT;5103403;;65;9067
78015-175;Praça Nossa Senhora Auxiliadora;s/n;Dom Aquino;Cuiabá;MT;5103403;;65;9067
78045-360;Praça Presidente Eurico Gaspar Dutra;s/n;Popular;Cuiabá;MT;5103403;;65;9067
78045-450;Praça Tenente Antônio João Ribeiro;s/n;Popular;Cuiabá;MT;5103403;;65;9067
79092-275;Praça Leblon;s/n;Jardim Leblon;Campo Grande;MS;5002704;;67;9051
79041-655;Praça Regina;s/n;Jardim São Lourenço;Campo Grande;MS;5002704;;67;9051
79010-710;Praça Brasil;s/n;Coronel Antonino;Campo Grande;MS;5002704;;67;9051
79015-420;Rua da Praça;s/n;Jardim Presidente;Campo Grande;MS;5002704;;67;9051
79008-281;Praça Cuiabá;s/n;Amambaí;Campo Grande;MS;5002704;;67;9051
79052-610;Praça Sílica;s/n;Coopharádio;Campo Grande;MS;5002704;;67;9051
79009-755;Praça Ibiscus;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79009-025;Praça Sumaré;s/n;Vila Planalto;Campo Grande;MS;5002704;;67;9051
79112-295;Praça Nazaré;s/n;Vila Palmira;Campo Grande;MS;5002704;;67;9051
79052-570;Praça Coloidal;s/n;Coopharádio;Campo Grande;MS;5002704;;67;9051
79052-620;Praça Titânio;s/n;Coopharádio;Campo Grande;MS;5002704;;67;9051
79011-201;Praça Monumento;s/n;Coronel Antonino;Campo Grande;MS;5002704;;67;9051
79106-015;Praça do Rodeio;s/n;Jardim Aeroporto;Campo Grande;MS;5002704;;67;9051
79090-320;Praça Faria Lima;s/n;Jardim Aeroporto;Campo Grande;MS;5002704;;67;9051
79009-273;Praça das Túias;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79008-282;Praça das Araras;s/n;Amambaí;Campo Grande;MS;5002704;;67;9051
79005-071;Praça Chaia Jacob;s/n;Amambaí;Campo Grande;MS;5002704;;67;9051
79009-272;Praça Samambáias;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79118-680;Praça Júlio Lugo;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79004-605;Praça Rui Barbosa;s/n;Jardim Monte Líbano;Campo Grande;MS;5002704;;67;9051
79023-271;Praça do Cruzeiro;s/n;Vila Margarida;Campo Grande;MS;5002704;;67;9051
79081-132;Praça Piratininga;s/n;Vila Piratininga;Campo Grande;MS;5002704;;67;9051
79102-461;Praça Santa Luzia;s/n;Jardim Imá;Campo Grande;MS;5002704;;67;9051
79041-165;Praça João XXIII;s/n;Jardim São Lourenço;Campo Grande;MS;5002704;;67;9051
79110-585;Praça das Boninas;s/n;Sobrinho;Campo Grande;MS;5002704;;67;9051
79042-883;Travessa da Praça;s/n;Residencial Estrela Park;Campo Grande;MS;5002704;;67;9051
79081-131;Praça Fernão Dias;s/n;Vila Piratininga;Campo Grande;MS;5002704;;67;9051
79110-520;Praça das Amarilis;s/n;Sobrinho;Campo Grande;MS;5002704;;67;9051
79009-271;Praça Pé de Cedro;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79063-131;Praça Pequena Flor;s/n;Conjunto Residencial Recanto dos Rouxinóis;Campo Grande;MS;5002704;;67;9051
79106-365;Praça Guri Marques;s/n;Vila Nova Campo Grande;Campo Grande;MS;5002704;;67;9051
79062-271;Praça Jorge Nissan;s/n;Jardim Itamaracá;Campo Grande;MS;5002704;;67;9051
79040-811;Praça João Vieira;s/n;Chácara Cachoeira;Campo Grande;MS;5002704;;67;9051
79052-211;Praça Calciledônia;s/n;Coopharádio;Campo Grande;MS;5002704;;67;9051
79008-311;Praça Costa Marques;s/n;Amambaí;Campo Grande;MS;5002704;;67;9051
79110-545;Praça dos Gerânios;s/n;Sobrinho;Campo Grande;MS;5002704;;67;9051
79011-541;Praça Monte Castelo;s/n;Monte Castelo;Campo Grande;MS;5002704;;67;9051
79110-523;Praça das Begônias;s/n;Sobrinho;Campo Grande;MS;5002704;;67;9051
79002-391;Praça da República;s/n;Centro;Campo Grande;MS;5002704;;67;9051
79117-305;Praça da Concórdia;s/n;Vila Marli;Campo Grande;MS;5002704;;67;9051
79002-021;Praça dos Imigrantes;s/n;Centro;Campo Grande;MS;5002704;;67;9051
79110-583;Praça das Magnólias;s/n;Sobrinho;Campo Grande;MS;5002704;;67;9051
79118-670;Praça Independência;s/n;São Francisco;Campo Grande;MS;5002704;;67;9051
79084-087;Praça Adolpho Tognini;s/n;Conjunto Aero Rancho;Campo Grande;MS;5002704;;67;9051
79036-320;Praça Nipo Brasileira;s/n;Vila Nascente;Campo Grande;MS;5002704;;67;9051
79010-760;Praça General Osório;s/n;Coronel Antonino;Campo Grande;MS;5002704;;67;9051
79021-173;Praça Adolpho Tognini;s/n;Coophafé;Campo Grande;MS;5002704;;67;9051
79090-010;Praça Tenente Monteiro;s/n;Vila Taveirópolis;Campo Grande;MS;5002704;;67;9051
79005-602;Praça Primeiro de Maio;s/n;Vila Carvalho;Campo Grande;MS;5002704;;67;9051
79002-521;Praça Ângelo Fragelli;s/n;Jardim dos Estados;Campo Grande;MS;5002704;;67;9051
30626-590;Praça D;s/n;Flávio de Oliveira (Barreiro);Belo Horizonte;MG;3106200;;31;4123
30421-425;Praça Apa;s/n;Jardim América;Belo Horizonte;MG;3106200;;31;4123
31620-160;Praça Elba;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
30830-242;Praça Dois;s/n;Glória;Belo Horizonte;MG;3106200;;31;4123
31140-050;Praça Poá;s/n;Graça;Belo Horizonte;MG;3106200;;31;4123
30730-550;Praça Tejo;s/n;Padre Eustáquio;Belo Horizonte;MG;3106200;;31;4123
30530-120;Praça Chuí;s/n;Alto dos Pinheiros;Belo Horizonte;MG;3106200;;31;4123
30150-180;Praça Lions;s/n;Floresta;Belo Horizonte;MG;3106200;;31;4123
30330-280;Praça Cairo;s/n;Santo Antônio;Belo Horizonte;MG;3106200;;31;4123
30865-240;Praça Três;s/n;Jardim Filadélfia;Belo Horizonte;MG;3106200;;31;4123
31620-320;Praça Malta;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
30431-295;Praça Itobi;s/n;Nova Granada;Belo Horizonte;MG;3106200;;31;4123
30730-150;Praça Diniz;s/n;Padre Eustáquio;Belo Horizonte;MG;3106200;;31;4123
31620-410;Praça Creta;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
31620-580;Praça Rodes;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
31130-520;Praça Muqui;s/n;Renascença;Belo Horizonte;MG;3106200;;31;4123
30518-190;Praça Cauê;s/n;Madre Gertrudes;Belo Horizonte;MG;3106200;;31;4123
31575-050;Praça Paris;s/n;Lagoinha Leblon (Venda Nova);Belo Horizonte;MG;3106200;;31;4123
30692-510;Praça da Luz;s/n;Itaipu (Barreiro);Belo Horizonte;MG;3106200;;31;4123
30720-140;Praça Rialto;s/n;Padre Eustáquio;Belo Horizonte;MG;3106200;;31;4123
31035-440;Praça Penedo;s/n;Sagrada Família;Belo Horizonte;MG;3106200;;31;4123
30830-220;Praça Pietá;s/n;Glória;Belo Horizonte;MG;3106200;;31;4123
31080-410;Praça Cajuri;s/n;Santa Inês;Belo Horizonte;MG;3106200;;31;4123
30622-240;Praça da Fé;s/n;Araguaia;Belo Horizonte;MG;3106200;;31;4123
30690-460;Praça Dália;s/n;Lindéia (Barreiro);Belo Horizonte;MG;3106200;;31;4123
31130-010;Praça Irajá;s/n;São Cristóvão;Belo Horizonte;MG;3106200;;31;4123
30280-110;Praça Abadia;s/n;Esplanada;Belo Horizonte;MG;3106200;;31;4123
31585-335;Praça Quatro;s/n;Céu Azul;Belo Horizonte;MG;3106200;;31;4123
31210-820;Praça Bonfim;s/n;Bonfim;Belo Horizonte;MG;3106200;;31;4123
31620-360;Praça Chipre;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
30360-610;Praça do Sol;s/n;Santa Lúcia;Belo Horizonte;MG;3106200;;31;4123
30624-140;Praça Marabu;s/n;Flávio Marques Lisboa (Barreiro);Belo Horizonte;MG;3106200;;31;4123
31035-500;Praça Itambi;s/n;Sagrada Família;Belo Horizonte;MG;3106200;;31;4123
30514-190;Praça Itueta;s/n;Vista Alegre;Belo Horizonte;MG;3106200;;31;4123
31230-475;Praça Acobane;s/n;Nova Esperança;Belo Horizonte;MG;3106200;;31;4123
31110-610;Praça México;s/n;Concórdia;Belo Horizonte;MG;3106200;;31;4123
31130-410;Praça Urupês;s/n;Renascença;Belo Horizonte;MG;3106200;;31;4123
30692-340;Praça Roseira;s/n;Jatobá (Barreiro);Belo Horizonte;MG;3106200;;31;4123
31570-630;Praça Diadema;s/n;Piratininga (Venda Nova);Belo Horizonte;MG;3106200;;31;4123
31620-110;Praça Maiorca;s/n;Europa;Belo Horizonte;MG;3106200;;31;4123
31130-060;Praça Rincão;s/n;Cachoeirinha;Belo Horizonte;MG;3106200;;31;4123
30512-598;Beco da Praça;s/n;Cabana do Pai Tomás;Belo Horizonte;MG;3106200;;31;4123
31235-090;Praça Ramatis;s/n;Aparecida;Belo Horizonte;MG;3106200;;31;4123
30664-220;Praça Cívica;s/n;Conjunto Habitacional Vale do Jatobá (Barreiro);Belo Horizonte;MG;3106200;;31;4123
30690-390;Praça Manacá;s/n;Lindéia (Barreiro);Belo Horizonte;MG;3106200;;31;4123
31340-540;Praça Toscana;s/n;Bandeirantes (Pampulha);Belo Horizonte;MG;3106200;;31;4123
30620-660;Praça do Reno;s/n;Milionários (Barreiro);Belo Horizonte;MG;3106200;;31;4123
31050-630;Praça Guaraci;s/n;São Geraldo;Belo Horizonte;MG;3106200;;31;4123
30525-400;Praça Atalaia;s/n;Camargos;Belo Horizonte;MG;3106200;;31;4123
30180-040;Praça Pio XII;s/n;Santo Agostinho;Belo Horizonte;MG;3106200;;31;4123
66920-490;Rua da Praça;s/n;São Francisco (Mosqueiro);Belém;PA;1501402;;91;427
66050-050;Praça Brasil;s/n;Umarizal;Belém;PA;1501402;;91;427
66010-040;Praça Kennedy;s/n;Campina;Belém;PA;1501402;;91;427
66020-130;Praça do Carmo;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66025-070;Praça Amazonas;s/n;Jurunas;Belém;PA;1501402;;91;427
66019-010;Praça Maranhão;s/n;Campina;Belém;PA;1501402;;91;427
66053-140;Praça Magalhães;s/n;Reduto;Belém;PA;1501402;;91;427
66090-370;Praça da Leitura;s/n;São Brás;Belém;PA;1501402;;91;427
66015-050;Praça da Bandeira;s/n;Campina;Belém;PA;1501402;;91;427
66113-510;Praça Centenário;s/n;Telégrafo Sem Fio;Belém;PA;1501402;;91;427
66077-470;Praça Olavo Bilac;s/n;Terra Firme;Belém;PA;1501402;;91;427
66020-510;Praça do Relógio;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66013-110;Praça do Pescador;s/n;Campina;Belém;PA;1501402;;91;427
66015-900;Praça Dom Pedro II;s/n;Campina;Belém;PA;1501402;;91;427
66090-500;Praça do Operário;s/n;São Brás;Belém;PA;1501402;;91;427
66023-620;Praça Veiga Cabral;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66010-160;Praça das Mercedes;s/n;Campina;Belém;PA;1501402;;91;427
66020-240;Praça Dom Pedro II;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66090-902;Praça do Operário;s/n;São Brás;Belém;PA;1501402;;91;427
66050-450;Praça Santos Dumont;s/n;Umarizal;Belém;PA;1501402;;91;427
66015-100;Praça Coaraci Nunes;s/n;Batista Campos;Belém;PA;1501402;;91;427
66017-060;Praça da República;s/n;Campina;Belém;PA;1501402;;91;427
66918-410;Travessa da Praça I;s/n;Murubira (Mosqueiro);Belém;PA;1501402;;91;427
66115-550;Praça Capitão Rosa;s/n;Val-de-Cães;Belém;PA;1501402;;91;427
66020-450;Praça Onze de Junho;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66023-075;Vila Praça Amazonas;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66033-180;Praça Batista Campos;s/n;Batista Campos;Belém;PA;1501402;;91;427
66035-140;Praça Justo Chermont;s/n;Nazaré;Belém;PA;1501402;;91;427
66123-380;Praça Adaldino Gomes;s/n;Sacramenta;Belém;PA;1501402;;91;427
66918-400;Travessa da Praça II;s/n;Murubira (Mosqueiro);Belém;PA;1501402;;91;427
66015-901;Praça Felipe Patroni;s/n;Campina;Belém;PA;1501402;;91;427
66812-280;Praça Moura Carvalho;s/n;Ponta Grossa (Icoaraci);Belém;PA;1501402;;91;427
66050-060;Praça Camilo Salgado;s/n;Umarizal;Belém;PA;1501402;;91;427
66015-260;Praça Felipe Patroni;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66120-720;Praça João Dias Paes;s/n;Sacramenta;Belém;PA;1501402;;91;427
66065-590;Praça Princesa Isabel;s/n;Condor;Belém;PA;1501402;;91;427
66810-230;Praça Paes de Carvalho;s/n;Cruzeiro (Icoaraci);Belém;PA;1501402;;91;427
66010-030;Praça Dom Macedo Costa;s/n;Campina;Belém;PA;1501402;;91;427
66090-971;Praça Floriano Peixoto;133;São Brás;Belém;PA;1501402;;91;427
66613-840;Praça São Cristóvão;s/n;Souza;Belém;PA;1501402;;91;427
66085-000;Praça Eneida de Moraes;s/n;Pedreira;Belém;PA;1501402;;91;427
66840-830;Praça Bruno de Menezes;s/n;São João do Outeiro (Outeiro);Belém;PA;1501402;;91;427
66090-090;Praça Bruno de Menezes;s/n;São Brás;Belém;PA;1501402;;91;427
66090-290;Praça Floriano Peixoto;s/n;São Brás;Belém;PA;1501402;;91;427
66020-150;Praça Carneiro da Rocha;s/n;Cidade Velha;Belém;PA;1501402;;91;427
66613-120;Praça Pandiá Calógeras;s/n;Souza;Belém;PA;1501402;;91;427
66019-030;Praça Barão de Guajará;s/n;Campina;Belém;PA;1501402;;91;427
66030-365;Passagem A Praça é Nossa;s/n;Jurunas;Belém;PA;1501402;;91;427
66015-060;Praça Barão do Rio Branco;s/n;Campina;Belém;PA;1501402;;91;427
66623-760;Praça Sônia Maria Frazão;s/n;Marambaia;Belém;PA;1501402;;91;427
58010-680;Praça Socic;s/n;Varadouro;João Pessoa;PB;2507507;;83;2051
58043-115;Praça Rotary;s/n;Miramar;João Pessoa;PB;2507507;;83;2051
58030-262;Praça Sebrae;s/n;Estados;João Pessoa;PB;2507507;;83;2051
58080-815;Praça Esperança;s/n;Ernani Sátiro;João Pessoa;PB;2507507;;83;2051
58040-160;Praça Tiradentes;s/n;Torre;João Pessoa;PB;2507507;;83;2051
58010-670;Praça Dom Adauto;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58010-740;Praça Dom Ulrico;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58028-550;Praça São José;s/n;Ipês;João Pessoa;PB;2507507;;83;2051
58043-092;Praça Tito Silva;s/n;Miramar;João Pessoa;PB;2507507;;83;2051
58025-200;Praça Vilas Boas;s/n;Treze de Maio;João Pessoa;PB;2507507;;83;2051
58050-325;Praça da Bíblia;s/n;Castelo Branco;João Pessoa;PB;2507507;;83;2051
58010-610;Praça Olavo Bilac;s/n;Varadouro;João Pessoa;PB;2507507;;83;2051
58010-200;Praça do Trabalho;s/n;Varadouro;João Pessoa;PB;2507507;;83;2051
58033-140;Praça Jardim Luna;s/n;Brisamar;João Pessoa;PB;2507507;;83;2051
58015-030;Praça João XXIII;s/n;Jaguaribe;João Pessoa;PB;2507507;;83;2051
58015-770;Praça Simeão Leal;s/n;Jaguaribe;João Pessoa;PB;2507507;;83;2051
58013-900;Praça João Pessoa;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58015-665;Praça do Motorista;s/n;Jaguaribe;João Pessoa;PB;2507507;;83;2051
58013-540;Praça Castro Pinto;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58013-140;Praça João Pessoa;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58040-360;Praça Pedro Gondim;s/n;Torre;João Pessoa;PB;2507507;;83;2051
58013-902;Praça João Pessoa;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58028-835;Praça Ayrton Senna;s/n;Ipês;João Pessoa;PB;2507507;;83;2051
58050-545;Praça da Castanhola;s/n;Castelo Branco;João Pessoa;PB;2507507;;83;2051
58028-335;Praça Tacila Franca;s/n;Ipês;João Pessoa;PB;2507507;;83;2051
58050-370;Praça Abdon Milanez;s/n;Castelo Branco;João Pessoa;PB;2507507;;83;2051
58040-172;Praça Ex-Combatente;s/n;Torre;João Pessoa;PB;2507507;;83;2051
58010-901;Praça Pedro Américo;70;Centro;João Pessoa;PB;2507507;;83;2051
58031-065;Praça João Medeiros;s/n;Pedro Gondim;João Pessoa;PB;2507507;;83;2051
58010-320;Praça Aristides Lobo;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58010-971;Praça Pedro Américo;70 Entrada Fundos;Centro;João Pessoa;PB;2507507;;83;2051
58035-023;Praça Josita Almeida;s/n;Bessa;João Pessoa;PB;2507507;;83;2051
58011-959;Praça Pedro Américo;70;Centro;João Pessoa;PB;2507507;;83;2051
58050-200;Praça Alves de Sousa;s/n;Castelo Branco;João Pessoa;PB;2507507;;83;2051
58010-340;Praça Pedro Américo;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58010-650;Praça São Francisco;s/n;Centro;João Pessoa;PB;2507507;;83;2051
58039-030;Praça Santo Antônio;s/n;Tambaú;João Pessoa;PB;2507507;;83;2051
58050-055;Praça Tenente Lucena;s/n;Castelo Branco;João Pessoa;PB;2507507;;83;2051
58010-970;Praça Pedro Américo;70 Entrada Principal;Centro;João Pessoa;PB;2507507;;83;2051
58020-560;Praça Caldas Brandão;s/n;Tambiá;João Pessoa;PB;2507507;;83;2051
58010-530;Praça Álvaro Machado;s/n;Varadouro;João Pessoa;PB;2507507;;83;2051
58010-480;Praça Antenor Navarro;s/n;Varadouro;João Pessoa;PB;2507507;;83;2051
